provider,model,model_family,model_version,model_size_params,release_date,deprecation_date,status,deployment_type,region,input_per_1m_tokens,output_per_1m_tokens,cached_input_per_1m,cached_write_per_1m,batch_input_per_1m,batch_output_per_1m,realtime_input_per_1m,realtime_output_per_1m,audio_input_per_1m,audio_output_per_1m,image_input_per_1k,image_output_per_image,video_input_per_min,embedding_per_1m,fine_tuning_per_1m,training_per_1m_tokens,storage_per_gb_month,context_window,max_output_tokens,requests_per_min,tokens_per_min,tokens_per_day,requests_per_day,concurrent_requests,batch_queue_limit,tier_free_limit,tier_1_limit,tier_2_limit,tier_3_limit,tier_4_limit,tier_5_limit,enterprise_limit,volume_discount_5k,volume_discount_50k,volume_discount_500k,committed_discount_1yr,committed_discount_3yr,startup_discount,academic_discount,nonprofit_discount,latency_p50_ms,latency_p99_ms,throughput_tokens_sec,time_to_first_token_ms,supports_streaming,supports_function_calling,supports_vision,supports_audio,supports_video,supports_json_mode,supports_system_prompt,supports_tools,supports_parallel_tools,supports_logprobs,supports_seed,supports_response_format,knowledge_cutoff,training_data_cutoff,gpu_type_cloud,gpu_count_cloud,gpu_memory_gb,tpu_type,tpu_chips,cpu_inference_supported,quantization_options,min_gpu_vram_gb,recommended_gpu,cloud_provider,cloud_region,cloud_instance_type,cloud_cost_per_hour,self_hosted_license,self_hosted_cost_per_gpu_hour,on_prem_supported,edge_deployment,mobile_deployment,browser_deployment,api_version,sdk_version,docs_url,pricing_url,sla_uptime,support_tier,compliance_hipaa,compliance_soc2,compliance_gdpr,compliance_pci,data_retention_days,data_processing_location,currency,last_updated,notes
openai,gpt-4o,gpt-4o,latest,unknown,2024-05-13,,active,api,global,2.50,10.00,1.25,,1.25,5.00,,,,,,,,,,,128000,16384,500,30000,,,10,,,10000,50000,200000,1000000,5000000,unlimited,0,5,10,15,20,20,15,10,250,1500,100,200,true,true,true,true,false,true,true,true,true,true,true,true,2024-10,2024-10,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2024-11-20,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,Latest GPT-4o
openai,gpt-4o-2024-11-20,gpt-4o,2024-11-20,unknown,2024-11-20,,active,api,global,2.50,10.00,1.25,,1.25,5.00,,,,,,,,,,,128000,16384,500,30000,,,10,,,10000,50000,200000,1000000,5000000,unlimited,0,5,10,15,20,20,15,10,250,1500,100,200,true,true,true,true,false,true,true,true,true,true,true,true,2024-10,2024-10,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2024-11-20,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,
openai,gpt-4o-2024-08-06,gpt-4o,2024-08-06,unknown,2024-08-06,,active,api,global,2.50,10.00,1.25,,1.25,5.00,,,,,,,,,,,128000,16384,500,30000,,,10,,,10000,50000,200000,1000000,5000000,unlimited,0,5,10,15,20,20,15,10,250,1500,100,200,true,true,true,true,false,true,true,true,true,true,true,true,2024-10,2024-10,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2024-08-06,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,Structured outputs
openai,gpt-4o-mini,gpt-4o,mini,unknown,2024-07-18,,active,api,global,0.15,0.60,0.075,,0.075,0.30,,,,,,,,,,,128000,16384,500,200000,,,10,,,30000,150000,600000,3000000,15000000,unlimited,0,5,10,15,20,20,15,10,150,800,150,100,true,true,true,false,false,true,true,true,true,true,true,true,2024-10,2024-10,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2024-07-18,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,Most cost effective
openai,gpt-4o-mini-2024-07-18,gpt-4o,mini-2024-07-18,unknown,2024-07-18,,active,api,global,0.15,0.60,0.075,,0.075,0.30,,,,,,,,,,,128000,16384,500,200000,,,10,,,30000,150000,600000,3000000,15000000,unlimited,0,5,10,15,20,20,15,10,150,800,150,100,true,true,true,false,false,true,true,true,true,true,true,true,2024-10,2024-10,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2024-07-18,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,
openai,gpt-4-turbo,gpt-4,turbo,unknown,2024-04-09,,active,api,global,10.00,30.00,,,5.00,15.00,,,,,,,,,,,128000,4096,500,30000,,,10,,,10000,50000,200000,1000000,5000000,unlimited,0,5,10,15,20,20,15,10,300,2000,80,250,true,true,true,false,false,true,true,true,false,true,true,true,2023-12,2023-12,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2024-04-09,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,
openai,gpt-4,gpt-4,base,unknown,2023-03-14,,active,api,global,30.00,60.00,,,15.00,30.00,,,,,,,,,,,8192,8192,500,10000,,,10,,,10000,40000,150000,500000,2000000,unlimited,0,5,10,15,20,20,15,10,400,3000,50,300,true,true,false,false,false,false,true,true,false,true,true,false,2023-09,2023-09,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2023-06-13,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,Original GPT-4
openai,gpt-4-32k,gpt-4,32k,unknown,2023-03-14,,active,api,global,60.00,120.00,,,30.00,60.00,,,,,,,,,,,32768,32768,500,10000,,,10,,,5000,20000,80000,300000,1000000,unlimited,0,5,10,15,20,20,15,10,500,4000,40,400,true,true,false,false,false,false,true,true,false,true,true,false,2023-09,2023-09,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2023-06-13,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,Extended context
openai,gpt-3.5-turbo,gpt-3.5,turbo,unknown,2023-03-01,,active,api,global,0.50,1.50,,,0.25,0.75,,,,,,,,,,,16385,4096,3500,200000,,,10,,,60000,250000,1000000,4000000,20000000,unlimited,0,5,10,15,20,20,15,10,100,500,200,80,true,true,false,false,false,true,true,true,false,true,true,true,2023-09,2023-09,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2024-01-25,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,Legacy model
openai,gpt-3.5-turbo-instruct,gpt-3.5,instruct,unknown,2023-09-19,,active,api,global,1.50,2.00,,,,,,,,,,,,,,,,4096,4096,3500,200000,,,10,,,60000,250000,1000000,4000000,20000000,unlimited,0,5,10,15,20,20,15,10,80,400,250,60,false,false,false,false,false,false,false,false,false,true,false,false,2023-09,2023-09,,,,,,,,,,,,,,,,,true,,,true,false,false,false,2023-09-19,,https://platform.openai.com/docs,https://openai.com/pricing,99.9,standard,true,true,true,true,30,US/EU,USD,2024-12-01,Completion model
